dataset,query_set,mu,algorithm,params,rel_err,samples,query_time,build_time
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 0, 2048, 50]",0.8739289959278725,4449.0423,0.18599238395690915,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 0, 4096, 1]",0.8855876238590931,4125.7229,0.08239455223083494,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 0, 4096, 5]",0.8745039749358874,4220.6132,0.08269658088684081,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 0, 4096, 10]",0.8741221593144536,4338.2385,0.09314167499542236,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 0, 4096, 50]",0.8739304987944057,5272.863,0.1700153589248657,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 32, 1]",1.1962997597037335,3295.6989,0.14467885494232174,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 32, 5]",1.0629378103737928,15908.8496,0.5990610837936401,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 32, 10]",1.1148884406693325,30826.6278,1.227919292449951,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 32, 50]",1.0994985651319775,88042.0014,4.08414762020111,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 64, 1]",1.210067417031859,1704.989,0.08359303474426268,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 64, 5]",1.1281509433227228,8158.7699,0.3034554719924927,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 64, 10]",1.1125446726017378,15933.3556,0.584847378730774,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 64, 50]",1.1071330133570418,71940.9,3.02334053516388,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 128, 1]",1.1930582078467706,1008.1808,0.06921396255493163,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 128, 5]",1.0932272875574962,4362.1234,0.19139595031738285,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 128, 10]",1.1259135441015795,8330.7019,0.3499976158142089,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 128, 50]",1.0815901301169701,36947.3748,1.7219689846038821,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 256, 1]",1.1347303673249816,717.85,0.04570047855377198,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 256, 5]",1.112845319991623,2490.1344,0.11491525173187256,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 256, 10]",1.0758948182439396,4598.8637,0.20023818016052253,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 256, 50]",1.0820754615720571,20113.7285,0.8674794197082518,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 512, 1]",1.1006800655564208,747.123,0.04106333255767823,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 512, 5]",1.0562145819182889,1631.7518,0.07447154521942137,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 512, 10]",1.0539812127350856,2699.8609,0.11968681812286379,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 512, 50]",1.1172416877201279,10703.8986,0.46257860660552985,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 1024, 1]",1.158673621713996,1141.4506,0.04414963722229004,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 1024, 5]",1.1311180896408475,1559.0165,0.0595959186553955,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 1024, 10]",1.0800523538285889,2070.483,0.08370387554168701,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 1024, 50]",1.1235817959555552,6007.0286,0.27237884998321527,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 2048, 1]",1.1554213774855717,2113.5986,0.055283570289611825,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 2048, 5]",1.1382501614800018,2309.248,0.06295075416564942,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 2048, 10]",1.0818343974917481,2555.1223,0.07718999385833739,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 2048, 50]",1.0543465536222232,4459.0435,0.18821775913238525,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 4096, 1]",1.1519391816344522,4135.7244,0.08475949764251707,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 4096, 5]",1.1137613331581968,4230.6143,0.08510446548461914,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 4096, 10]",1.0621258427029592,4348.2401,0.09558739662170408,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 10, 4096, 50]",1.1127079161752789,5282.8646,0.17336535453796387,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 32, 1]",0.9432750607012335,3305.6999,0.14161107540130619,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 32, 5]",0.9900189785587612,15918.8524,0.5918151378631593,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 32, 10]",0.9333061778738498,30836.6298,1.21322500705719,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 32, 50]",0.9357989796861003,88052.003,3.982223582267762,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 64, 1]",0.9108219687941628,1714.9901,0.0806516170501709,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 64, 5]",0.9570882489092469,8168.7706,0.2918862581253051,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 64, 10]",0.9385891481545303,15943.3572,0.5648365259170534,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 64, 50]",0.9193466053260183,71950.9012,2.986449122428894,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 128, 1]",0.9334647632297675,1018.1818,0.061391854286193856,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 128, 5]",0.8970715776996929,4372.1251,0.19105644226074223,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 128, 10]",0.9442335290482416,8340.7029,0.3477164030075074,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 128, 50]",0.9280448711108864,36957.3757,1.699728345870972,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 256, 1]",1.0412747068759782,727.8517,0.04685263633728028,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 256, 5]",0.9302460573907653,2500.1363,0.11739525794982912,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 256, 10]",0.9110385869635853,4608.8646,0.20216116905212406,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 256, 50]",0.9823880283739803,20123.7294,0.8731015443801878,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 512, 1]",0.9706018954128289,757.1235,0.04200873374938964,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 512, 5]",0.9356302781039961,1641.7531,0.07520728111267092,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 512, 10]",0.8996901819846482,2709.8622,0.11968607902526854,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 512, 50]",0.9310913454639729,10713.9006,0.4587235212326049,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 1024, 1]",0.9042773411198813,1151.4521,0.04483389854431152,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 1024, 5]",0.9359035690227095,1569.0166,0.06034290790557861,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 1024, 10]",0.9004187166951586,2080.4843,0.08504626750946047,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 1024, 50]",0.9189384621087922,6017.029,0.2747093439102173,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 2048, 1]",0.9955175161261138,2123.6005,0.05643017292022704,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 2048, 5]",0.9093453225939032,2319.2492,0.06400146484375001,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 2048, 10]",0.9365189236405896,2565.1232,0.07792482376098633,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 2048, 50]",0.9223488845598509,4469.0439,0.18965010643005367,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 4096, 1]",0.9377616340261405,4145.7252,0.0883573532104492,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 4096, 5]",0.9872431640669096,4240.6157,0.08530552387237547,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 4096, 10]",0.9324048563692798,4358.2414,0.10263407230377197,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 20, 4096, 50]",0.9081748316815074,5292.865,0.19190723896026615,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 32, 1]",0.8078881086787749,3325.7021,0.17926280498504635,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 32, 5]",0.7853226821199565,15938.8545,0.7814980983734132,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 32, 10]",0.764563509203722,30856.6307,1.6047840595245364,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 32, 50]",0.7775927755896513,88072.0045,5.687087845802308,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 64, 1]",0.7688232507638244,1734.9919,0.08622121810913086,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 64, 5]",0.7823186613527258,8188.7729,0.31475210189819336,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 64, 10]",0.7839418356509782,15963.3598,0.6053966999053955,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 64, 50]",0.7571156219231456,71970.9027,3.1486699342727666,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 128, 1]",0.7835555211269694,1038.1848,0.06336932182312013,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 128, 5]",0.7528204819094434,4392.1276,0.1924332141876221,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 128, 10]",0.7355562308315834,8360.7049,0.3477459192276002,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 128, 50]",0.8151009529854094,36977.3774,1.6944643259048462,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 256, 1]",0.7693048992311955,747.8541,0.04910888671875001,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 256, 5]",0.7861181049740446,2520.1381,0.11993269920349123,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 256, 10]",0.7794126111182345,4628.8658,0.20355293750762943,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 256, 50]",0.8065217940147517,20143.7319,0.8747371196746825,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 512, 1]",0.7939786262594951,777.127,0.044198298454284676,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 512, 5]",0.7610896595491943,1661.7543,0.07724027633666994,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 512, 10]",0.7963179753757206,2729.864,0.1217019319534302,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 512, 50]",0.7978246086328323,10733.9031,0.46122756004333504,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 1024, 1]",0.8068539098908455,1171.4551,0.04681582450866698,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 1024, 5]",0.7650627120949718,1589.0187,0.06220259666442872,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 1024, 10]",0.7293226633310427,2100.4861,0.08631937503814699,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 1024, 50]",0.7801444318753294,6037.0319,0.27280657291412347,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 2048, 1]",0.8248715005214803,2143.6014,0.058271002769470205,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 2048, 5]",0.788989126215147,2339.2508,0.06560020446777345,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 2048, 10]",0.7835972482073894,2585.1265,0.07960424423217774,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 2048, 50]",0.7596634259778768,4489.0471,0.19077191352844242,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 4096, 1]",0.795119434647683,4165.7282,0.08703401088714598,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 4096, 5]",0.7806325381998994,4260.6185,0.08744697570800783,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 4096, 10]",0.7751575963190044,4378.2426,0.09847960472106936,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 40, 4096, 50]",0.8038474032532201,5312.868,0.17561624050140384,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 32, 1]",0.6664721919835999,3365.7065,0.18284816741943363,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 32, 5]",0.6373790760934342,15978.8577,0.7960053205490111,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 32, 10]",0.6313089068969766,30896.6351,1.640578079223633,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 32, 50]",0.6568838052059046,88112.0089,3.154029512405395,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 64, 1]",0.6584574010734606,1774.9977,0.10088493824005124,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 64, 5]",0.6479706392543526,8228.7772,0.3507354021072387,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 64, 10]",0.6276425623099232,16003.363,0.6714154243469237,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 64, 50]",0.6464271365334945,72010.9084,3.3997732877731317,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 128, 1]",0.6524414207685586,1078.1889,0.0657672643661499,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 128, 5]",0.6346670863041792,4432.1323,0.1922205686569214,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 128, 10]",0.6389317111546173,8400.7098,0.34371933937072746,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 128, 50]",0.6229797541194347,37017.3835,1.6464665412902835,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 256, 1]",0.6913653909686691,787.8582,0.05206103324890136,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 256, 5]",0.6287687087447781,2560.1446,0.11893110275268556,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 256, 10]",0.6448022285774409,4668.8695,0.20417771339416507,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 256, 50]",0.6102798614624825,20183.7376,0.8457995414733885,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 512, 1]",0.6481074627327801,817.1331,0.04768033027648925,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 512, 5]",0.6280908919004412,1701.7594,0.08071210384368896,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 512, 10]",0.6375838468900238,2769.8691,0.12531781196594238,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 512, 50]",0.6336795021986152,10773.9075,0.46455588340759285,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 1024, 1]",0.663009611381883,1211.4577,0.05071928501129151,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 1024, 5]",0.6390246671540126,1629.0242,0.0655349016189575,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 1024, 10]",0.6130087981582969,2140.4904,0.08954634666442869,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 1024, 50]",0.6358395121291316,6077.0383,0.2754748344421386,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 2048, 1]",0.6630842128388578,2183.6058,0.06145758628845214,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 2048, 5]",0.6439310157414581,2379.2554,0.06923465728759767,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 2048, 10]",0.6345035444997602,2625.1281,0.0831834077835083,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 2048, 50]",0.6344081763625383,4529.051,0.19452164173126224,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 4096, 1]",0.6241912016309706,4205.73,0.09060816764831545,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 4096, 5]",0.6316774381815645,4300.6215,0.09138205051422117,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 4096, 10]",0.6341532594485462,4418.2493,0.10215640068054199,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 80, 4096, 50]",0.6476616669252234,5352.8712,0.18011696338653568,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 32, 1]",0.5159698713052154,3445.7172,0.13183255195617674,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 32, 5]",0.5096115986355563,16058.8672,0.5009759664535522,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 32, 10]",0.5034291231623962,30976.6459,1.0145582914352416,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 32, 50]",0.5216018919484541,88192.0172,3.032009482383728,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 64, 1]",0.5548094751704677,1855.0069,0.10009493827819821,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 64, 5]",0.5060968629959998,8308.7877,0.3380156517028808,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 64, 10]",0.5177520309138668,16083.3732,0.6405558586120605,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 64, 50]",0.5066863814576612,72090.9169,3.4524737834930415,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 128, 1]",0.5336564552358687,1158.1982,0.07467665672302246,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 128, 5]",0.5097664803445041,4512.1407,0.20165133476257324,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 128, 10]",0.4932082915665084,8480.7198,0.3516244888305664,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 128, 50]",0.520674912161781,37097.393,1.664258360862732,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 256, 1]",0.5379374040665887,867.8665,0.05988295078277587,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 256, 5]",0.5134338990300376,2640.1507,0.12798101902008055,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 256, 10]",0.5133790961870732,4748.8791,0.21271903514862064,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 256, 50]",0.5167104402715171,20263.7451,0.8663205385208131,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 512, 1]",0.5302561301371357,897.1402,0.05577557086944581,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 512, 5]",0.536595667943171,1781.7669,0.08946559429168703,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 512, 10]",0.5109630217433155,2849.8768,0.134653377532959,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 512, 50]",0.5204462753121388,10853.914,0.4759170770645141,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 1024, 1]",0.5312205912091513,1291.4679,0.05726509094238282,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 1024, 5]",0.5139187319376214,1709.0336,0.07342882156372069,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 1024, 10]",0.5088213158770922,2220.5006,0.09750411510467531,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 1024, 50]",0.5165651655033678,6157.0442,0.28425028324127194,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 2048, 1]",0.5216244643857905,2263.6156,0.06851127147674561,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 2048, 5]",0.5012449919929519,2459.2656,0.07743973731994627,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 2048, 10]",0.5136500310129144,2705.1397,0.09125368595123293,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 2048, 50]",0.5194220794798188,4609.0622,0.20197334289550778,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 4096, 1]",0.535232746765572,4285.741,0.09799187183380129,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 4096, 5]",0.5251377355708319,4380.6325,0.09855668544769289,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 4096, 10]",0.5093965763367934,4498.256,0.10937876701354979,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 160, 4096, 50]",0.5067240722967603,5432.8819,0.18705668449401852,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 32, 1]",0.42153608615274124,3605.7315,0.14617578983306884,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 32, 5]",0.4206941549158919,16218.8844,0.5181710243225098,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 32, 10]",0.4095936025735963,31136.6639,1.0295851707458499,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 32, 50]",0.40535616829360643,88352.0361,3.0600915670394904,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 64, 1]",0.4164977752591455,2015.0213,0.11673150062561037,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 64, 5]",0.40040878460230916,8468.8056,0.35615823268890373,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 64, 10]",0.3994133980611872,16243.393,0.6591157197952271,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 64, 50]",0.4081319309993917,72250.9372,3.372356414794922,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 128, 1]",0.41728230507008646,1318.2153,0.08855938911437988,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 128, 5]",0.40230163928768914,4672.1615,0.21917424201965335,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 128, 10]",0.4053732699365593,8640.7357,0.3713647842407227,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 128, 50]",0.4081109892144429,37257.4094,1.6926018476486209,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 256, 1]",0.4234500600094817,1027.8854,0.07449212074279785,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 256, 5]",0.4115553364824258,2800.1693,0.14449181556701657,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 256, 10]",0.410711557211397,4908.8997,0.23215916156768795,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 256, 50]",0.40470517800652056,20423.7644,0.8891349792480467,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 512, 1]",0.4168947655219951,1057.1605,0.07080540657043456,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 512, 5]",0.4070815355800518,1941.7879,0.10250997543334961,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 512, 10]",0.4063894319275997,3009.8957,0.14688370227813724,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 512, 50]",0.4072593667872876,11013.9321,0.4868300199508668,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 1024, 1]",0.4059338153676018,1451.4885,0.07083516120910646,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 1024, 5]",0.414267077104399,1869.049,0.0895066976547241,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 1024, 10]",0.406517195592922,2380.5147,0.11426987648010252,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 1024, 50]",0.41308991712119586,6317.0654,0.30402817726135256,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 2048, 1]",0.40922713823504137,2423.6319,0.08211331367492677,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 2048, 5]",0.3949045998769489,2619.2822,0.09149038791656494,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 2048, 10]",0.4103635374395566,2865.1575,0.10750484466552734,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 2048, 50]",0.4099463598600951,4769.0813,0.21879208087921143,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 4096, 1]",0.43657154144392735,4445.7565,0.11083419322967528,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 4096, 5]",0.41761969800526066,4540.6464,0.11341071128845215,3.2370965480804443
aloi,test,0.001,ann-permuted-faiss,"{}_[10, 320, 4096, 10]",0.412086871654061,4658.2794,0.12528357505798343,3.2370965480804443
