dataset,query_set,mu,algorithm,params,rel_err,samples,query_time,build_time
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 512, 10]",0.050561255187493735,3339.2278,0.5390451908111571,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 512, 50]",0.035811034017306585,11343.3054,0.9360872268676756,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 1024, 1]",0.1681706936286294,1772.2432,0.2092188119888306,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 1024, 5]",0.08997677358617343,2192.8569,0.30615768432617185,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 1024, 10]",0.06351995974308193,2707.9126,0.4344384193420411,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 1024, 50]",0.0362570344514632,6646.4069,0.7683555126190187,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 2048, 1]",0.19760267877895216,2743.9976,0.15710363388061527,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 2048, 5]",0.1086843785163679,2941.0933,0.21719732284545895,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 2048, 10]",0.0814242557279264,3188.734,0.2835656881332397,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 2048, 50]",0.03911885179562649,5098.4775,0.6223070383071898,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 4096, 1]",0.24685616378286568,4765.9424,0.17462332248687748,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 4096, 5]",0.1313593602705087,4861.5342,0.2070017337799072,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 4096, 10]",0.10268226834031705,4980.0038,0.24751420021057133,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 640, 4096, 50]",0.04694698606911663,5921.3679,0.5286820173263551,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 32, 1]",0.1044018902376153,4584.4358,0.685847282409668,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 32, 5]",0.028640928965449064,17197.796,1.2974019289016723,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 32, 10]",0.025605796162534552,32115.5315,2.024810981750488,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 32, 50]",0.025071639643104042,89330.9139,5.0684173822402965,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 64, 1]",0.11177360039058881,2992.4549,0.5304617643356322,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 64, 5]",0.03259025818038342,9447.6589,0.9474231481552126,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 64, 10]",0.026297138870975595,17222.2427,1.3057706832885745,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 64, 50]",0.025195738786897442,73229.8455,4.324199151992799,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 128, 1]",0.11254716391338415,2290.5449,0.3927959918975831,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 128, 5]",0.03788276417321248,5650.9565,0.7235711097717287,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 128, 10]",0.028343722906991185,9619.5797,0.90096218585968,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 128, 50]",0.02543350880308774,38236.2662,2.228019571304322,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 256, 1]",0.11702278504198443,1994.4552,0.2950858354568481,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 256, 5]",0.04321947071090952,3778.8564,0.5963041305541992,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 256, 10]",0.03144431597103761,5887.7216,0.7306966781616211,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 256, 50]",0.025309210927450466,21402.607,1.440474271774292,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 512, 1]",0.11543955603119704,2020.4224,0.24245669841766354,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 512, 5]",0.05162212432658806,2916.9309,0.46159253120422356,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 512, 10]",0.03594945464115773,3988.6849,0.6057133674621582,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 512, 50]",0.025601114224781542,11992.7963,1.0420151710510253,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 1024, 1]",0.1217495552351851,2413.0284,0.2149006605148315,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 1024, 5]",0.06353224884899877,2836.6722,0.32657337188720703,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 1024, 10]",0.04532181383712905,3355.2214,0.4587257146835328,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 1024, 50]",0.02581714394388937,7296.0065,0.7977467536926268,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 2048, 1]",0.1489601733103079,3384.4035,0.21160063743591312,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 2048, 5]",0.08108733885815908,3582.9321,0.274009108543396,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 2048, 10]",0.058777259635891164,3832.392,0.34180665016174316,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 2048, 50]",0.02755132911020931,5747.9091,0.6862283706665038,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 4096, 1]",0.18512144048861495,5406.1508,0.22904114723205563,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 4096, 5]",0.09376537821863411,5502.4262,0.2634184837341308,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 4096, 10]",0.07397725131297227,5621.7642,0.30576624870300295,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 1280, 4096, 50]",0.03386198652979565,6569.9118,0.5969987392425538,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 32, 1]",0.07619158781449498,5883.2168,0.8089545726776122,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 32, 5]",0.02091680726443389,18496.5047,1.4165437459945676,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 32, 10]",0.0182785931928186,33414.4541,2.1489828348159787,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 32, 50]",0.017915147636280635,90629.7942,5.147797584533691,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 64, 1]",0.08434978049475236,4289.9975,0.650452947616577,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 64, 5]",0.02336429638156124,10746.5656,1.0467052459716797,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 64, 10]",0.018853403970868113,18521.1722,1.3629947423934934,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 64, 50]",0.017662411536669323,74528.6628,4.02272424697876,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 128, 1]",0.08255550139498263,3583.0035,0.5114961624145506,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 128, 5]",0.026697656417989397,6949.9701,0.8555940151214598,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 128, 10]",0.020115356873765738,10918.5223,1.0424071550369263,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 128, 50]",0.017832070138683834,39535.1307,2.442743492126465,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 256, 1]",0.08627149457378833,3281.1018,0.4076632261276245,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 256, 5]",0.030380971066096305,5077.4877,0.7181402206420897,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 256, 10]",0.021894998099726434,7186.5918,0.8580762863159178,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 256, 50]",0.017959699687071652,22701.6568,1.5481021404266357,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 512, 1]",0.08337875704491336,3303.6964,0.35624680519103996,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 512, 5]",0.036915002669539496,4212.1539,0.5799744844436645,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 512, 10]",0.025551537083350628,5287.5635,0.7309911727905275,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 512, 50]",0.01785682433673969,13291.688,1.1368489742279055,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 1024, 1]",0.08946563374238595,3694.5647,0.32592105865478516,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 1024, 5]",0.0463623137772253,4124.4058,0.4407411813735962,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 1024, 10]",0.03274298836383306,4649.9776,0.5780112981796266,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 1024, 50]",0.018329755364138493,8594.8761,0.9234287738800049,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 2048, 1]",0.11042868492243736,4665.2353,0.3184240579605103,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 2048, 5]",0.05507042600743723,4866.5592,0.38449618816375725,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 2048, 10]",0.041809581266221224,5119.6471,0.4556021213531495,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 2048, 50]",0.019442324643718704,7046.9091,0.8102761983871463,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 4096, 1]",0.133382243072997,6686.5794,0.3346653938293456,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 4096, 5]",0.06582341546075494,6784.2333,0.37394752502441414,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 4096, 10]",0.05212807834793904,6905.2858,0.416586184501648,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[1280, 2560, 4096, 50]",0.023948663065997796,7866.929,0.7140977621078493,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 32, 1]",0.3965380866133364,3285.6977,0.7989236354827882,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 32, 5]",0.18500809976640648,15898.8492,1.6216814756393427,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 32, 10]",0.17468836346443586,30816.6267,2.3959710597991943,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 32, 50]",0.173376432864441,88032.0,5.4402904272079455,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 64, 1]",0.47444848818710506,1694.9877,0.5086610794067382,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 64, 5]",0.20047435457336316,8148.7687,1.1345984220504763,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 64, 10]",0.17794375062548817,15923.3548,1.5235216856002805,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 64, 50]",0.1733765434208716,71930.8987,4.0042497396469106,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 128, 1]",0.5327036847779143,998.1797,0.33858697414398187,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 128, 5]",0.23693301213796522,4352.1225,0.8963428735733032,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 128, 10]",0.18925693251005976,8320.7003,1.1575475931167603,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 128, 50]",0.17341924962121902,36937.3737,2.716234993934632,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 256, 1]",0.5885699797922734,707.8494,0.23582689762115475,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 256, 5]",0.291313353535436,2480.134,0.649236512184143,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 256, 10]",0.20892819472419547,4588.8621,0.9050420522689819,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 256, 50]",0.17376785383332025,20103.7271,1.7424336194992063,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 512, 1]",0.6387897279042966,737.1222,0.17444036006927494,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 512, 5]",0.3891703822844657,1621.7507,0.40718975067138685,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 512, 10]",0.26862008277941674,2689.8592,0.6561003923416138,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 512, 50]",0.17545717188055934,10693.8974,1.2662727594375611,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 1024, 1]",0.6897191952466198,1131.4497,0.1446666479110718,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 1024, 5]",0.4892246641824734,1549.015,0.26583714485168464,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 1024, 10]",0.3775231026705245,2060.4816,0.4023688077926637,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 1024, 50]",0.1813472699824289,5997.0269,0.9945845127105711,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 2048, 1]",0.7432226810083351,2103.5974,0.13931941986083984,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 2048, 5]",0.5728245545492002,2299.247,0.20250825881958,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 2048, 10]",0.47949765132345257,2545.1212,0.277628469467163,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 2048, 50]",0.21751258858058423,4449.0423,0.7767060995101929,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 4096, 1]",0.803132759637384,4125.7229,0.16076416969299318,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 4096, 5]",0.6418122010794375,4220.6132,0.19160959720611576,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 4096, 10]",0.5669659164450952,4338.2385,0.23467953205108646,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 0, 4096, 50]",0.32764799296939046,5272.863,0.5288906574249267,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 32, 1]",0.4549309583338337,3295.9825,0.8025364398956296,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 32, 5]",0.1593402881625517,15909.1481,1.624959015846252,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 32, 10]",0.1484478384384762,30826.9298,2.404930305480957,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 32, 50]",0.14675038127114357,88042.304,5.469532132148743,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 64, 1]",0.5554539934053685,1705.1696,0.5136646270751954,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 64, 5]",0.19011758250487057,8159.0785,1.1421683073043825,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 64, 10]",0.15146071836978134,15933.6602,1.5375723123550418,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 64, 50]",0.14797191455158776,71941.1913,4.040232253074647,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 128, 1]",0.60930753809538,1008.2701,0.3414633035659789,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 128, 5]",0.22946135887455374,4362.4191,0.9050085544586182,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 128, 10]",0.1732223862437916,8331.0074,1.1687556982040408,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 128, 50]",0.14915733049479496,36947.6766,2.7662529945373535,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 256, 1]",0.7421635741582113,717.9,0.24058275222778316,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 256, 5]",0.30373140365384754,2490.37,0.6512380599975585,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 256, 10]",0.19183037471501266,4599.155,0.9073888540267946,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 256, 50]",0.14759228775306013,20114.0327,1.750686621665955,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 512, 1]",0.7109569666444099,747.1486,0.17567298412323,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 512, 5]",0.3975273019467899,1631.887,0.40975837707519525,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 512, 10]",0.2661179374763249,2700.0991,0.6614642381668092,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 512, 50]",0.149775918433344,10704.2008,1.2829262495040896,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 1024, 1]",0.7770472721475123,1141.4612,0.14642035961151123,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 1024, 5]",0.5221070973802129,1559.0757,0.2671367406845092,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 1024, 10]",0.37686761161232907,2070.605,0.4031776189804077,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 1024, 50]",0.15768545595404726,6007.3287,0.9953397989273073,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 2048, 1]",0.8375222685981747,2113.6034,0.14014339447021484,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 2048, 5]",0.6292689030923526,2309.2766,0.2037845611572266,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 2048, 10]",0.5021277956338815,2555.18,0.2793712615966797,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 2048, 50]",0.20142193206577977,4459.3161,0.7814816474914552,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 4096, 1]",1.0898902899301168,4135.7264,0.1599220275878906,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 4096, 5]",0.7426734894283934,4230.6271,0.1917221069335938,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 4096, 10]",0.6147506805360263,4348.2652,0.2355148315429688,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 10, 4096, 50]",0.31700463939455287,5283.0012,0.529046130180359,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 32, 1]",0.48135847201256066,3306.2442,0.8021702289581296,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 32, 5]",0.12095713066725962,15919.4439,1.6273400068283084,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 32, 10]",0.10585553456877969,30837.23,2.407534122467041,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 32, 50]",0.10715769504775913,88052.5939,5.4969327688217176,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 64, 1]",0.5005764606276276,1715.3644,0.5201305627822875,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 64, 5]",0.14079728438497083,8169.3517,1.1700604677200315,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 64, 10]",0.10870418274422446,15943.9596,1.592733383178711,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 64, 50]",0.10567321445005505,71951.5076,4.496929454803466,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 128, 1]",0.518085972480982,1018.3858,0.34212677478790277,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 128, 5]",0.18341267989629753,4372.7085,0.9028345823287965,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 128, 10]",0.1264923425075549,8341.2925,1.1720844507217407,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 128, 50]",0.1060866450854542,36957.9756,2.7898498296737677,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 256, 1]",0.555212770847307,727.9514,0.2349736928939819,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 256, 5]",0.23821290026128328,2500.6161,0.653240156173706,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 256, 10]",0.1502249497990354,4609.4644,0.9102871656417848,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 256, 50]",0.10788674986654453,20124.3277,1.7551250934600833,3.9332962036132812
aloi,test,0.001,ann-permuted-faiss,"{}_[2560, 20, 512, 1]",0.6047596491149995,757.1724,0.17535724639892575,3.9332962036132812
